customer_id,segment,region,acquisition_channel,lifetime_value,avg_order_frequency,price_sensitivity_score,preferred_channel,return_rate_historical,is_active
C00619,B2C Consumer,Northeast,Referral,2036.91,3.83,0.509,Online,0.097,1
C00620,B2C Consumer,Southwest,Paid Search,2237.6,3.54,0.509,In-Store,0.076,1
C00621,B2C Consumer,Midwest,Direct / Walk-in,331.37,1.84,0.5,In-Store,0.071,1
C00622,B2C Consumer,West Coast,Social Media,1020.11,3.78,0.518,Online,0.09,0
C00623,B2C Consumer,West Coast,Referral,897.79,3.45,0.845,Online,0.099,1
C00624,B2C Consumer,Northeast,Referral,1744.93,3.32,0.759,Online,0.085,1
C00625,B2C Consumer,Southeast,Email Campaign,1684.0,3.36,0.605,Online,0.078,1
C00626,B2C Consumer,Northeast,Social Media,2028.63,2.31,0.844,Online,0.09,1
C00627,B2C Consumer,International,Email Campaign,2012.33,3.76,0.62,In-Store,0.072,1
C00628,B2C Consumer,Midwest,Paid Search,1455.62,3.82,0.892,In-Store,0.078,0
C00629,B2C Consumer,Southeast,Direct / Walk-in,1769.84,2.33,0.725,Online,0.085,1
C00630,B2C Consumer,Southeast,Social Media,2045.51,3.65,0.562,In-Store,0.08,1
C00631,B2C Consumer,International,Email Campaign,2067.48,3.86,0.641,In-Store,0.074,1
C00632,B2C Consumer,International,Social Media,1637.45,3.1,0.638,In-Store,0.099,1
C00633,B2C Consumer,Southwest,Organic Search,2087.27,3.19,0.786,Online,0.087,1
C00634,B2C Consumer,Northeast,Email Campaign,2024.04,3.95,0.92,In-Store,0.082,1
C00635,B2C Consumer,West Coast,Referral,1034.86,3.7,0.826,Online,0.082,0
C00636,B2C Consumer,International,Email Campaign,1762.07,3.08,0.622,Online,0.098,1
C00637,B2C Consumer,West Coast,Direct / Walk-in,2296.48,2.05,0.525,Online,0.086,1
C00638,B2C Consumer,Southeast,Direct / Walk-in,1263.97,1.58,0.555,Online,0.072,1
C00639,B2C Consumer,Southeast,Organic Search,1237.91,3.67,0.739,Online,0.082,1
C00640,B2C Consumer,West Coast,Paid Search,1692.12,2.55,0.706,Online,0.093,1
C00641,B2C Consumer,Southeast,Direct / Walk-in,1570.92,3.99,0.696,In-Store,0.08,1
C00642,B2C Consumer,Northeast,Referral,2182.78,1.76,0.749,Online,0.078,1
C00643,B2C Consumer,West Coast,Direct / Walk-in,1885.58,3.69,0.825,Online,0.091,1
C00644,B2C Consumer,West Coast,Paid Search,367.91,3.36,0.82,Online,0.092,0
C00645,B2C Consumer,International,Paid Search,323.81,1.97,0.518,Online,0.094,1
C00646,B2C Consumer,West Coast,Email Campaign,1753.85,2.77,0.888,In-Store,0.07,1
C00647,B2C Consumer,Southeast,Social Media,2474.33,2.71,0.944,In-Store,0.077,1
C00648,B2C Consumer,International,Organic Search,2172.32,1.74,0.818,Online,0.07,1
C00649,B2C Consumer,Midwest,Email Campaign,242.03,3.76,0.531,In-Store,0.099,1
C00650,B2C Consumer,Midwest,Direct / Walk-in,1477.76,2.23,0.688,Online,0.096,0
C00651,B2C Consumer,West Coast,Email Campaign,959.36,1.77,0.929,Online,0.079,1
C00652,B2C Consumer,International,Organic Search,2141.92,3.79,0.823,Online,0.08,1
C00653,B2C Consumer,Southeast,Referral,298.3,3.66,0.553,Online,0.084,1
C00654,B2C Consumer,Southwest,Email Campaign,2164.07,1.53,0.73,In-Store,0.098,0
C00655,B2C Consumer,Northeast,Email Campaign,2242.84,2.0,0.628,Online,0.081,1
C00656,B2C Consumer,International,Email Campaign,1812.15,1.99,0.701,In-Store,0.09,1
C00657,B2C Consumer,Northeast,Direct / Walk-in,471.91,2.5,0.857,Online,0.076,0
C00658,B2C Consumer,West Coast,Social Media,2430.12,3.34,0.815,In-Store,0.073,1
C00659,B2C Consumer,Southeast,Paid Search,449.97,3.95,0.672,In-Store,0.08,1
C00660,B2C Consumer,West Coast,Paid Search,1235.65,2.83,0.836,In-Store,0.091,0
C00661,B2C Consumer,Northeast,Organic Search,1492.29,3.18,0.917,Online,0.095,1
C00662,B2C Consumer,West Coast,Direct / Walk-in,756.23,2.56,0.935,Online,0.087,0
C00663,B2C Consumer,Northeast,Direct / Walk-in,2095.19,2.01,0.711,In-Store,0.075,1
C00664,B2C Consumer,West Coast,Organic Search,1772.9,1.56,0.811,Online,0.072,1
C00665,B2C Consumer,Midwest,Referral,1089.66,1.7,0.566,Online,0.073,0
C00666,B2C Consumer,Southeast,Organic Search,764.77,3.53,0.654,Online,0.087,1
C00667,B2C Consumer,Southeast,Email Campaign,752.5,2.61,0.627,Online,0.096,1
C00668,B2C Consumer,Southwest,Referral,1578.56,2.0,0.901,Online,0.07,1
C00669,B2C Consumer,Midwest,Social Media,314.09,2.14,0.709,Online,0.092,0
C00670,B2C Consumer,Northeast,Paid Search,986.9,3.9,0.7,Online,0.081,0
C00671,B2C Consumer,Northeast,Social Media,1953.0,3.53,0.654,Online,0.095,1
C00672,B2C Consumer,Southwest,Social Media,2364.28,3.06,0.834,In-Store,0.095,1
C00673,B2C Consumer,Northeast,Organic Search,1124.32,3.18,0.703,In-Store,0.081,1
C00674,B2C Consumer,Northeast,Direct / Walk-in,1455.1,2.01,0.631,In-Store,0.084,1
C00675,B2C Consumer,Southwest,Social Media,1844.79,3.89,0.692,Online,0.097,1
C00676,B2C Consumer,West Coast,Direct / Walk-in,780.0,2.62,0.556,Online,0.07,1
C00677,B2C Consumer,Northeast,Referral,1725.61,3.6,0.748,Online,0.092,1
C00678,B2C Consumer,Southwest,Paid Search,2167.77,2.55,0.639,In-Store,0.085,1
C00679,B2C Consumer,Southwest,Direct / Walk-in,448.76,3.61,0.776,Online,0.076,1
C00680,B2C Consumer,Midwest,Direct / Walk-in,676.09,3.63,0.538,Online,0.09,1
C00681,B2C Consumer,Midwest,Paid Search,1901.7,3.47,0.554,Online,0.079,1
C00682,B2C Consumer,West Coast,Organic Search,1487.41,3.64,0.8,Online,0.099,1
C00683,B2C Consumer,Southwest,Direct / Walk-in,1413.45,2.15,0.524,In-Store,0.074,1
C00684,B2C Consumer,Midwest,Organic Search,1498.16,3.0,0.575,Online,0.089,0
C00685,B2C Consumer,West Coast,Email Campaign,2321.99,3.41,0.766,Online,0.09,1
C00686,B2C Consumer,Southwest,Organic Search,1138.15,2.2,0.561,In-Store,0.094,1
C00687,B2C Consumer,Southwest,Referral,1086.77,2.77,0.885,In-Store,0.094,1
C00688,B2C Consumer,International,Social Media,2322.08,2.76,0.648,In-Store,0.071,1
C00689,B2C Consumer,Southwest,Paid Search,2317.23,1.53,0.749,In-Store,0.085,1
C00690,B2C Consumer,West Coast,Direct / Walk-in,1612.63,2.09,0.718,Online,0.072,1
C00691,B2C Consumer,Southwest,Paid Search,648.4,2.76,0.846,Online,0.087,1
C00692,B2C Consumer,Southeast,Organic Search,321.31,3.59,0.553,Online,0.083,1
C00693,B2C Consumer,Southeast,Organic Search,1104.5,3.04,0.887,Online,0.09,1
C00694,B2C Consumer,West Coast,Direct / Walk-in,1043.64,1.75,0.845,In-Store,0.099,1
C00695,B2C Consumer,West Coast,Organic Search,855.97,3.08,0.705,Online,0.093,1
C00696,B2C Consumer,Northeast,Social Media,2326.68,1.64,0.719,In-Store,0.088,1
C00697,B2C Consumer,West Coast,Email Campaign,989.53,3.63,0.752,Online,0.073,1
C00698,B2C Consumer,Southwest,Paid Search,1067.07,3.01,0.536,Online,0.098,1
C00699,B2C Consumer,International,Social Media,2044.69,1.9,0.742,Online,0.092,1
C00700,B2C Consumer,International,Paid Search,2143.43,2.69,0.801,Online,0.079,1
C00701,B2C Consumer,Southwest,Referral,1057.9,2.02,0.813,In-Store,0.1,1
C00702,B2C Consumer,West Coast,Referral,1218.51,3.62,0.593,In-Store,0.08,0
C00703,B2C Consumer,West Coast,Paid Search,279.19,2.61,0.867,In-Store,0.073,1
C00704,B2C Consumer,International,Social Media,1092.34,3.57,0.56,In-Store,0.093,0
C00705,B2C Consumer,Southeast,Direct / Walk-in,428.23,2.57,0.783,Online,0.089,0
C00706,B2C Consumer,Midwest,Paid Search,274.64,2.09,0.64,Online,0.077,1
C00707,B2C Consumer,International,Social Media,2312.6,1.62,0.652,Online,0.077,1
C00708,B2C Consumer,Northeast,Referral,2156.16,3.35,0.744,Online,0.078,1
C00709,B2C Consumer,West Coast,Organic Search,506.69,2.11,0.631,In-Store,0.077,1
C00710,B2C Consumer,Northeast,Paid Search,471.95,3.88,0.89,Online,0.09,1
C00711,B2C Consumer,International,Direct / Walk-in,2030.02,1.69,0.627,Online,0.078,0
C00712,B2C Consumer,International,Email Campaign,1383.33,3.64,0.71,Online,0.086,1
C00713,B2C Consumer,Midwest,Social Media,2359.42,2.24,0.714,In-Store,0.091,1
C00714,B2C Consumer,Southeast,Social Media,358.13,2.87,0.688,In-Store,0.076,1
C00715,B2C Consumer,West Coast,Social Media,325.6,3.93,0.731,Online,0.084,1
C00716,B2C Consumer,International,Referral,643.16,1.82,0.634,In-Store,0.084,1
C00717,B2C Consumer,Southwest,Referral,965.28,3.85,0.654,In-Store,0.085,1
C00718,B2C Consumer,West Coast,Paid Search,1258.82,3.27,0.943,Online,0.073,1
C00719,B2C Consumer,International,Referral,1961.5,1.7,0.521,Online,0.076,1
C00720,B2C Consumer,International,Email Campaign,262.35,3.46,0.505,In-Store,0.097,1
C00721,B2C Consumer,Northeast,Social Media,1297.06,2.47,0.899,In-Store,0.08,1
C00722,B2C Consumer,International,Social Media,1241.5,2.2,0.931,Online,0.087,1
C00723,B2C Consumer,West Coast,Email Campaign,1131.43,4.0,0.525,Online,0.072,1
C00724,B2C Consumer,West Coast,Direct / Walk-in,346.97,1.69,0.552,In-Store,0.084,1
C00725,B2C Consumer,International,Email Campaign,795.04,2.37,0.857,Online,0.098,1
C00726,B2C Consumer,International,Paid Search,2409.72,2.84,0.506,Online,0.083,1
C00727,B2C Consumer,Northeast,Referral,2489.47,2.22,0.742,Online,0.082,1
C00728,B2C Consumer,International,Organic Search,2162.63,2.75,0.771,Online,0.086,1
C00729,B2C Consumer,Southeast,Paid Search,2477.66,3.03,0.667,In-Store,0.075,1
C00730,B2C Consumer,Southwest,Organic Search,1998.09,2.71,0.857,Online,0.08,1
C00731,B2C Consumer,Northeast,Referral,716.08,2.76,0.617,Online,0.089,1
C00732,B2C Consumer,Southeast,Direct / Walk-in,383.09,3.27,0.794,In-Store,0.077,1
C00733,B2C Consumer,International,Paid Search,1055.7,1.73,0.706,Online,0.096,1
C00734,B2C Consumer,Midwest,Email Campaign,1465.81,2.78,0.811,In-Store,0.08,0
C00735,B2C Consumer,Southeast,Email Campaign,597.95,2.17,0.554,Online,0.073,1
C00736,B2C Consumer,Northeast,Organic Search,1918.78,1.62,0.927,In-Store,0.07,1
C00737,B2C Consumer,Southeast,Paid Search,1222.84,2.94,0.943,Online,0.09,1
C00738,B2C Consumer,Southwest,Email Campaign,403.73,3.19,0.529,Online,0.092,1
C00739,B2C Consumer,Southwest,Direct / Walk-in,2074.03,2.54,0.639,In-Store,0.09,1
C00740,B2C Consumer,West Coast,Social Media,1312.16,2.05,0.614,In-Store,0.073,1
C00741,B2C Consumer,Southwest,Direct / Walk-in,1948.75,3.31,0.503,Online,0.074,1
C00742,B2C Consumer,Midwest,Email Campaign,2040.32,2.1,0.531,Online,0.078,1
C00743,B2C Consumer,West Coast,Social Media,1917.19,1.53,0.79,Online,0.077,1
C00744,B2C Consumer,Southeast,Organic Search,1988.75,2.06,0.579,In-Store,0.083,1
C00745,B2C Consumer,Midwest,Email Campaign,2077.01,3.96,0.909,In-Store,0.072,1
C00746,B2C Consumer,West Coast,Social Media,1422.4,2.64,0.679,Online,0.087,1
C00747,B2C Consumer,West Coast,Paid Search,1532.42,3.72,0.756,Online,0.086,1
C00748,B2C Consumer,Midwest,Referral,1331.6,2.28,0.582,Online,0.08,1
C00749,B2C Consumer,Northeast,Social Media,506.55,3.82,0.89,In-Store,0.073,1
C00750,B2C Consumer,Southeast,Direct / Walk-in,1645.34,2.6,0.517,Online,0.093,1
C00751,B2C Consumer,Southeast,Referral,279.07,3.1,0.537,Online,0.079,1
C00752,B2C Consumer,Southeast,Email Campaign,1790.78,3.49,0.574,Online,0.074,1
C00753,B2C Consumer,International,Referral,1274.7,1.77,0.792,In-Store,0.095,1
C00754,B2C Consumer,Midwest,Direct / Walk-in,458.51,1.62,0.616,Online,0.078,1
C00755,B2C Consumer,Southwest,Paid Search,2429.83,2.63,0.728,Online,0.098,1
C00756,B2C Consumer,Southeast,Email Campaign,1204.54,2.66,0.855,Online,0.09,0
C00757,B2C Consumer,Midwest,Email Campaign,712.92,2.52,0.657,Online,0.073,1
C00758,B2C Consumer,Midwest,Organic Search,1382.72,2.85,0.615,In-Store,0.093,1
C00759,B2C Consumer,Midwest,Paid Search,2100.7,3.25,0.707,Online,0.083,1
C00760,B2C Consumer,West Coast,Paid Search,832.89,2.49,0.919,Online,0.097,0
C00761,B2C Consumer,West Coast,Direct / Walk-in,2078.85,3.37,0.815,Online,0.072,1
C00762,B2C Consumer,Midwest,Organic Search,227.41,1.85,0.822,In-Store,0.099,1
C00763,B2C Consumer,Southeast,Direct / Walk-in,1894.7,2.75,0.758,Online,0.098,1
C00764,B2C Consumer,Northeast,Referral,1744.82,2.33,0.614,Online,0.071,1
C00765,B2C Consumer,Southeast,Direct / Walk-in,1207.5,2.36,0.746,Online,0.093,1
C00766,B2C Consumer,Southwest,Social Media,635.72,2.5,0.927,Online,0.074,1
C00767,B2C Consumer,International,Direct / Walk-in,2496.13,2.85,0.628,In-Store,0.099,1
C00768,B2C Consumer,Northeast,Email Campaign,2128.32,3.29,0.809,In-Store,0.091,1
C00769,B2C Consumer,Southeast,Direct / Walk-in,903.37,3.4,0.779,Online,0.085,1
C00770,B2C Consumer,West Coast,Email Campaign,1585.19,2.31,0.85,Online,0.09,1
C00771,B2C Consumer,International,Referral,1343.63,3.88,0.635,Online,0.083,1
C00772,B2C Consumer,West Coast,Direct / Walk-in,682.81,3.47,0.849,Online,0.089,1
C00773,B2C Consumer,West Coast,Organic Search,233.69,3.8,0.939,Online,0.076,1
C00774,B2C Consumer,Midwest,Direct / Walk-in,2258.68,2.93,0.658,In-Store,0.085,0
C00775,B2C Consumer,West Coast,Email Campaign,580.47,1.51,0.943,In-Store,0.072,1
C00776,B2C Consumer,Midwest,Social Media,811.08,3.74,0.547,Online,0.097,1
C00777,B2C Consumer,Southwest,Social Media,1241.63,3.86,0.805,Online,0.076,1
C00778,B2C Consumer,International,Social Media,530.9,1.76,0.69,In-Store,0.074,1
C00779,B2C Consumer,Midwest,Referral,653.52,1.74,0.575,In-Store,0.095,1
C00780,B2C Consumer,Northeast,Paid Search,1435.73,3.19,0.807,Online,0.078,1
C00781,B2C Consumer,West Coast,Organic Search,2249.24,2.92,0.875,In-Store,0.075,1
C00782,B2C Consumer,International,Direct / Walk-in,2453.9,3.96,0.809,Online,0.094,1
C00783,B2C Consumer,Midwest,Email Campaign,2293.45,2.46,0.784,Online,0.083,1
C00784,B2C Consumer,Northeast,Paid Search,2353.21,3.85,0.579,In-Store,0.092,1
C00785,B2C Consumer,Southwest,Paid Search,816.39,3.78,0.785,In-Store,0.078,1
C00786,B2C Consumer,West Coast,Referral,888.98,2.64,0.543,In-Store,0.098,0
C00787,B2C Consumer,Southeast,Direct / Walk-in,600.11,1.62,0.761,In-Store,0.075,1
C00788,B2C Consumer,Northeast,Direct / Walk-in,376.63,2.53,0.805,Online,0.073,1
C00789,B2C Consumer,West Coast,Direct / Walk-in,2473.53,2.36,0.528,In-Store,0.086,1
C00790,B2C Consumer,West Coast,Email Campaign,668.64,2.15,0.542,Online,0.083,1
C00791,B2C Consumer,Midwest,Referral,2284.03,1.84,0.524,Online,0.074,1
C00792,B2C Consumer,Southwest,Paid Search,760.53,2.26,0.717,Online,0.088,0
C00793,B2C Consumer,Northeast,Paid Search,1665.79,1.68,0.663,Online,0.1,1
C00794,B2C Consumer,International,Referral,992.97,2.48,0.901,In-Store,0.091,1
C00795,B2C Consumer,Southeast,Paid Search,555.16,3.07,0.513,Online,0.078,1
C00796,B2C Consumer,Midwest,Referral,936.04,2.77,0.573,In-Store,0.096,1
C00797,B2C Consumer,West Coast,Email Campaign,1953.43,1.86,0.504,Online,0.088,1
C00798,B2C Consumer,Southeast,Paid Search,1926.25,3.37,0.565,In-Store,0.078,0
C00799,B2C Consumer,Southeast,Social Media,1008.96,2.6,0.531,Online,0.088,1
C00800,B2C Consumer,Southwest,Organic Search,1444.85,1.63,0.816,Online,0.097,1
C00801,B2C Consumer,Northeast,Paid Search,1215.46,1.83,0.631,In-Store,0.097,1
C00802,B2C Consumer,Southeast,Email Campaign,1854.39,3.05,0.537,Online,0.078,1
C00803,B2C Consumer,International,Direct / Walk-in,1319.7,3.84,0.787,In-Store,0.084,1
C00804,B2C Consumer,Northeast,Referral,1255.02,1.95,0.636,Online,0.084,1
C00805,B2C Consumer,Southeast,Email Campaign,2344.99,1.81,0.672,Online,0.096,1
C00806,B2C Consumer,Northeast,Email Campaign,451.81,3.91,0.579,Online,0.077,1
C00807,B2C Consumer,West Coast,Organic Search,1748.87,3.04,0.902,Online,0.08,1
C00808,B2C Consumer,Midwest,Direct / Walk-in,1885.01,3.21,0.595,Online,0.078,1
C00809,B2C Consumer,Southeast,Organic Search,245.2,3.7,0.935,Online,0.08,1
C00810,B2C Consumer,International,Email Campaign,1138.26,3.95,0.793,In-Store,0.071,1
C00811,B2C Consumer,International,Paid Search,2267.76,3.06,0.56,Online,0.095,1
C00812,B2C Consumer,Southwest,Social Media,385.54,3.18,0.81,Online,0.076,1
C00813,B2C Consumer,Southeast,Direct / Walk-in,2051.77,3.63,0.63,In-Store,0.071,1
C00814,B2C Consumer,Northeast,Direct / Walk-in,1119.21,3.96,0.741,Online,0.078,1
C00815,B2C Consumer,Midwest,Email Campaign,313.88,3.0,0.654,In-Store,0.097,1
C00816,B2C Consumer,West Coast,Direct / Walk-in,1734.86,1.81,0.844,Online,0.08,1
C00817,B2C Consumer,Northeast,Email Campaign,2177.86,2.03,0.774,Online,0.089,1
C00818,B2C Consumer,Southeast,Direct / Walk-in,812.33,1.58,0.554,Online,0.098,1
C00819,B2C Consumer,International,Organic Search,504.68,2.87,0.746,Online,0.083,1
C00820,B2C Consumer,Northeast,Direct / Walk-in,2310.35,3.41,0.536,Online,0.073,1
C00821,B2C Consumer,Southeast,Referral,2409.91,3.76,0.814,Online,0.078,1
C00822,B2C Consumer,Southeast,Paid Search,491.64,3.67,0.767,Online,0.083,1
C00823,B2C Consumer,Southeast,Referral,1945.4,1.76,0.728,In-Store,0.098,1
C00824,B2C Consumer,Northeast,Paid Search,1432.08,2.49,0.882,Online,0.084,1
C00825,B2C Consumer,International,Organic Search,2113.47,2.51,0.65,Online,0.087,1
C00826,B2C Consumer,Midwest,Referral,1413.85,2.89,0.94,In-Store,0.073,1
C00827,B2C Consumer,West Coast,Referral,1228.91,2.03,0.81,In-Store,0.079,1
C00828,B2C Consumer,Midwest,Organic Search,1746.43,2.32,0.625,Online,0.085,1
C00829,B2C Consumer,Northeast,Paid Search,376.23,3.16,0.607,Online,0.079,1
C00830,B2C Consumer,West Coast,Direct / Walk-in,2309.28,2.96,0.708,In-Store,0.09,1
C00831,B2C Consumer,Southeast,Email Campaign,2283.6,1.82,0.58,Online,0.072,1
C00832,B2C Consumer,West Coast,Direct / Walk-in,1889.95,2.3,0.516,Online,0.097,1
C00833,B2C Consumer,Midwest,Social Media,1875.87,2.82,0.591,Online,0.082,1
C00834,B2C Consumer,Northeast,Social Media,1873.33,1.79,0.765,Online,0.076,0
C00835,B2C Consumer,Midwest,Paid Search,921.0,3.05,0.787,Online,0.073,1
C00836,B2C Consumer,Midwest,Email Campaign,1284.04,3.95,0.833,Online,0.093,1
C00837,B2C Consumer,International,Direct / Walk-in,1128.34,3.98,0.579,Online,0.075,1
C00838,B2C Consumer,Southwest,Email Campaign,274.68,3.36,0.825,Online,0.095,1
C00839,B2C Consumer,Southwest,Paid Search,1878.82,3.72,0.528,Online,0.076,1
C00840,B2C Consumer,West Coast,Paid Search,896.03,2.65,0.626,Online,0.075,0
C00841,B2C Consumer,International,Email Campaign,2229.54,2.93,0.649,In-Store,0.085,1
C00842,B2C Consumer,International,Social Media,1095.89,2.1,0.507,Online,0.073,1
C00843,B2C Consumer,West Coast,Direct / Walk-in,2000.32,3.84,0.811,Online,0.077,1
C00844,B2C Consumer,Northeast,Email Campaign,366.8,3.26,0.681,In-Store,0.09,1
C00845,B2C Consumer,West Coast,Paid Search,794.68,2.34,0.681,Online,0.085,1
C00846,B2C Consumer,Southwest,Email Campaign,2342.82,1.76,0.621,Online,0.087,1
C00847,B2C Consumer,West Coast,Paid Search,1031.7,2.52,0.864,Online,0.071,1
C00848,B2C Consumer,International,Social Media,361.93,2.39,0.726,Online,0.07,1
C00849,B2C Consumer,Southeast,Paid Search,2139.23,3.11,0.793,In-Store,0.097,0
C00850,B2C Consumer,International,Paid Search,1451.49,3.35,0.841,Online,0.075,1
C00851,B2C Consumer,Southwest,Direct / Walk-in,398.11,2.66,0.578,Online,0.071,1
C00852,B2C Consumer,Midwest,Email Campaign,1625.04,3.16,0.876,Online,0.074,1
C00853,B2C Consumer,Midwest,Referral,2441.95,3.61,0.725,In-Store,0.073,1
C00854,B2C Consumer,West Coast,Email Campaign,1005.02,3.82,0.53,Online,0.088,1
C00855,B2C Consumer,West Coast,Direct / Walk-in,1038.5,3.61,0.588,In-Store,0.087,1
C00856,B2C Consumer,Midwest,Social Media,677.28,2.92,0.89,Online,0.099,1
C00857,B2C Consumer,Midwest,Paid Search,2388.92,2.3,0.891,In-Store,0.081,1
C00858,B2C Consumer,Southeast,Direct / Walk-in,240.74,3.26,0.51,Online,0.075,1
C00859,B2C Consumer,West Coast,Email Campaign,231.08,2.41,0.77,In-Store,0.097,1
C00860,B2C Consumer,International,Referral,838.3,3.83,0.826,Online,0.089,1
C00861,B2C Consumer,Midwest,Organic Search,1027.98,1.69,0.692,Online,0.09,1
C00862,B2C Consumer,Midwest,Social Media,2204.42,2.09,0.941,Online,0.078,1
C00863,B2C Consumer,International,Organic Search,636.85,2.65,0.629,Online,0.089,1
C00864,B2C Consumer,Midwest,Social Media,2098.07,3.67,0.686,Online,0.078,0
C00865,B2C Consumer,Southwest,Email Campaign,1509.23,3.8,0.936,Online,0.084,0
C00866,B2C Consumer,Southwest,Organic Search,1271.17,2.1,0.711,Online,0.087,1
C00867,B2C Consumer,Northeast,Social Media,2306.65,3.04,0.587,Online,0.09,1
C00868,B2C Consumer,West Coast,Referral,2103.5,3.92,0.9,Online,0.086,1
C00869,B2C Consumer,Midwest,Direct / Walk-in,1369.22,3.98,0.62,In-Store,0.083,1
C00870,B2C Consumer,Southwest,Email Campaign,1657.63,1.85,0.699,Online,0.095,1
C00871,B2C Consumer,Southwest,Paid Search,1212.86,2.87,0.858,Online,0.099,1
C00872,B2C Consumer,International,Direct / Walk-in,1377.8,3.85,0.522,Online,0.096,1
C00873,B2C Consumer,Northeast,Paid Search,2237.62,3.44,0.831,In-Store,0.078,0
C00874,B2C Consumer,Southwest,Email Campaign,973.6,2.97,0.546,In-Store,0.082,1
C00875,B2C Consumer,International,Paid Search,616.01,3.34,0.613,Online,0.072,1
C00876,B2C Consumer,Southwest,Referral,1070.95,3.89,0.893,In-Store,0.091,1
C00877,B2C Consumer,Southwest,Email Campaign,655.87,1.86,0.95,Online,0.083,1
C00878,B2C Consumer,Southwest,Paid Search,314.07,1.74,0.515,Online,0.088,1
C00879,B2C Consumer,West Coast,Email Campaign,729.91,3.21,0.942,Online,0.096,0
C00880,B2C Consumer,Midwest,Social Media,1815.35,3.63,0.66,Online,0.098,1
C00881,B2C Consumer,Southeast,Email Campaign,1689.3,3.92,0.821,In-Store,0.086,1
C00882,B2C Consumer,International,Social Media,491.81,2.98,0.717,Online,0.07,1
C00883,B2C Consumer,Southeast,Social Media,1082.3,2.56,0.822,Online,0.079,1
C00884,B2C Consumer,Northeast,Organic Search,2421.85,1.83,0.667,Online,0.077,1
C00885,B2C Consumer,International,Organic Search,2461.79,3.6,0.516,Online,0.079,1
C00886,B2C Consumer,West Coast,Email Campaign,1771.3,1.63,0.852,In-Store,0.094,1
C00887,B2C Consumer,International,Referral,1918.64,2.02,0.742,In-Store,0.089,1
C00888,B2C Consumer,West Coast,Referral,2287.83,3.32,0.831,Online,0.081,1
C00889,B2C Consumer,Northeast,Direct / Walk-in,465.66,2.32,0.599,In-Store,0.096,1
C00890,B2C Consumer,Midwest,Paid Search,1596.04,1.97,0.862,In-Store,0.078,1
C00891,B2C Consumer,Northeast,Organic Search,1486.01,2.76,0.565,Online,0.08,1
C00892,B2C Consumer,Southwest,Organic Search,219.54,3.4,0.821,Online,0.072,1
C00893,B2C Consumer,West Coast,Paid Search,752.35,2.31,0.583,Online,0.075,1
C00894,B2C Consumer,Southwest,Referral,1488.27,2.47,0.689,Online,0.07,1
C00895,B2C Consumer,Southwest,Organic Search,379.12,3.27,0.914,Online,0.081,1
C00896,B2C Consumer,Northeast,Email Campaign,2366.38,3.35,0.539,Online,0.082,1
C00897,B2C Consumer,Northeast,Referral,639.44,3.48,0.704,Online,0.082,1
C00898,B2C Consumer,International,Email Campaign,826.33,1.79,0.613,In-Store,0.087,1
C00899,B2C Consumer,Northeast,Social Media,688.24,2.8,0.714,Online,0.095,0
C00900,B2C Consumer,Southwest,Email Campaign,649.33,1.72,0.772,Online,0.09,1
C00901,B2C Consumer,Northeast,Organic Search,1053.92,2.75,0.826,Online,0.082,1
C00902,B2C Consumer,Southeast,Organic Search,2082.23,1.93,0.864,Online,0.087,1
C00903,B2C Consumer,Midwest,Social Media,518.31,3.16,0.736,Online,0.08,0
C00904,B2C Consumer,West Coast,Organic Search,1136.28,3.19,0.602,Online,0.091,1
C00905,B2C Consumer,Midwest,Referral,2266.77,3.74,0.809,In-Store,0.073,1
C00906,B2C Consumer,Southwest,Organic Search,610.16,2.1,0.688,Online,0.08,1
C00907,B2C Consumer,Midwest,Organic Search,1516.25,2.6,0.656,In-Store,0.097,1
C00908,B2C Consumer,Southwest,Direct / Walk-in,1107.47,3.48,0.626,Online,0.096,1
C00909,B2C Consumer,Southwest,Referral,1597.19,2.81,0.894,Online,0.078,1
C00910,B2C Consumer,Midwest,Email Campaign,240.58,2.79,0.738,Online,0.079,1
C00911,B2C Consumer,Midwest,Social Media,2037.58,3.51,0.687,Online,0.079,1
C00912,B2C Consumer,Southeast,Email Campaign,1025.4,3.03,0.672,Online,0.071,1
C00913,B2C Consumer,Midwest,Organic Search,1134.73,3.63,0.859,Online,0.077,1
C00914,B2C Consumer,West Coast,Social Media,1345.86,2.6,0.598,Online,0.07,1
C00915,B2C Consumer,International,Referral,1559.99,3.72,0.9,In-Store,0.071,1
C00916,B2C Consumer,International,Direct / Walk-in,239.76,2.87,0.886,Online,0.07,1
C00917,B2C Consumer,Southeast,Social Media,1728.24,3.27,0.58,In-Store,0.083,1
C00918,B2C Consumer,Southeast,Email Campaign,2016.94,3.1,0.884,In-Store,0.096,1
C00919,B2C Consumer,Midwest,Organic Search,1867.34,1.79,0.733,Online,0.075,0
C00920,B2C Consumer,Midwest,Organic Search,608.38,3.79,0.709,Online,0.088,1
C00921,B2C Consumer,West Coast,Paid Search,2023.53,3.76,0.939,Online,0.096,1
C00922,B2C Consumer,West Coast,Social Media,2055.38,1.62,0.772,In-Store,0.075,1
C00923,B2C Consumer,Southeast,Paid Search,325.91,2.39,0.717,Online,0.079,1
C00924,B2C Consumer,Southeast,Organic Search,2364.79,3.65,0.754,Online,0.08,1
C00925,B2C Consumer,West Coast,Organic Search,1783.22,2.15,0.615,In-Store,0.076,1
