return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET002889,ORD0032026,C01866,P0124,2024-06-16,21,48,Product defective,In-Store,21782.4,Resaleable — return to stock
RET002890,ORD0032053,C00254,P0016,2024-06-03,7,2,Product defective,Online Portal,2035.12,Refurbish / re-grade
RET002891,ORD0032056,C01737,P0019,2024-06-26,30,9,Not as described,In-Store,8659.8,Return to vendor
RET002892,ORD0032059,C00676,P0022,2024-06-10,14,18,Gift return,Carrier Pickup,23293.8,Resaleable — return to stock
RET002893,ORD0032061,C00333,P0024,2024-06-10,14,1,Not as described,In-Store,397.29,Resaleable — return to stock
RET002894,ORD0032063,C01729,P0026,2024-07-26,60,12,Product defective,In-Store,12744.0,Dispose / write-off
RET002895,ORD0032067,C00084,P0030,2024-06-17,21,25,Changed mind,Online Portal,3556.75,Resaleable — return to stock
RET002896,ORD0032075,C00018,P0038,2024-06-10,14,1,Not as described,In-Store,302.2,Resaleable — return to stock
RET002897,ORD0032080,C00211,P0043,2024-06-10,14,6,Damaged in transit,In-Store,1692.78,Resaleable — return to stock
RET002898,ORD0032085,C01081,P0048,2024-06-10,14,15,Gift return,Online Portal,2608.5,Resaleable — return to stock
RET002899,ORD0032090,C01550,P0053,2024-06-03,7,13,Wrong size / fit,In-Store,4394.26,Resaleable — return to stock
RET002900,ORD0032097,C00037,P0060,2024-06-03,7,26,Not as described,Online Portal,6466.98,Resaleable — return to stock
RET002901,ORD0032102,C01943,P0065,2024-06-10,14,15,Product defective,Carrier Pickup,3179.7,Resaleable — return to stock
RET002902,ORD0032108,C00745,P0071,2024-06-03,7,67,Better price found,In-Store,14115.56,Resaleable — return to stock
RET002903,ORD0032112,C00592,P0075,2024-06-03,7,23,Damaged in transit,In-Store,3457.82,Resaleable — return to stock
RET002904,ORD0032122,C01640,P0085,2024-06-17,21,81,Changed mind,Online Portal,17407.71,Return to vendor
RET002905,ORD0032123,C00427,P0086,2024-06-03,7,1,Wrong size / fit,Online Portal,182.97,Refurbish / re-grade
RET002906,ORD0032141,C00418,P0104,2024-06-03,7,59,Wrong size / fit,Online Portal,5635.68,Resaleable — return to stock
RET002907,ORD0032152,C00491,P0115,2024-06-17,21,21,Product defective,Online Portal,2075.01,Resaleable — return to stock
RET002908,ORD0032154,C00321,P0117,2024-06-26,30,84,Wrong size / fit,Online Portal,33956.28,Refurbish / re-grade
RET002909,ORD0032180,C01737,P0008,2024-07-27,60,4,Product defective,Carrier Pickup,723.92,Refurbish / re-grade
RET002910,ORD0032200,C00099,P0029,2024-06-11,14,11,Wrong size / fit,Online Portal,1603.47,Dispose / write-off
RET002911,ORD0032201,C00168,P0030,2024-06-04,7,5,Gift return,Carrier Pickup,711.35,Dispose / write-off
RET002912,ORD0032209,C00975,P0038,2024-06-27,30,5,Not as described,In-Store,1511.0,Resaleable — return to stock
RET002913,ORD0032217,C00238,P0046,2024-06-11,14,14,Changed mind,In-Store,4141.48,Refurbish / re-grade
RET002914,ORD0032223,C01053,P0052,2024-06-18,21,30,Changed mind,Online Portal,5888.7,Resaleable — return to stock
RET002915,ORD0032226,C01130,P0055,2024-06-11,14,44,Better price found,Online Portal,9141.44,Resaleable — return to stock
RET002916,ORD0032228,C00916,P0057,2024-06-04,7,64,Wrong size / fit,Online Portal,5247.81,Dispose / write-off
RET002917,ORD0032233,C00920,P0062,2024-07-12,45,20,Duplicate order,Online Portal,1240.6,Refurbish / re-grade
RET002918,ORD0032237,C01528,P0066,2024-06-27,30,11,Product defective,Online Portal,2777.28,Resaleable — return to stock
RET002919,ORD0032241,C01091,P0070,2024-06-11,14,1,Wrong size / fit,In-Store,121.96,Return to vendor
RET002920,ORD0032244,C00771,P0073,2024-07-27,60,24,Duplicate order,Online Portal,3422.64,Resaleable — return to stock
RET002921,ORD0032256,C00672,P0085,2024-06-27,30,33,Product defective,Online Portal,7092.03,Resaleable — return to stock
RET002922,ORD0032259,C00888,P0088,2024-06-18,21,28,Changed mind,Online Portal,5069.68,Resaleable — return to stock
RET002923,ORD0032260,C00151,P0089,2024-06-27,30,18,Changed mind,Online Portal,2594.16,Resaleable — return to stock
RET002924,ORD0032261,C00351,P0090,2024-06-04,7,19,Better price found,Online Portal,2035.85,Resaleable — return to stock
RET002925,ORD0032319,C01805,P0014,2024-06-12,14,15,Product defective,Carrier Pickup,4964.74,Resaleable — return to stock
RET002926,ORD0032323,C00809,P0018,2024-07-13,45,19,Damaged in transit,Carrier Pickup,5934.84,Refurbish / re-grade
RET002927,ORD0032356,C00679,P0051,2024-06-12,14,10,Damaged in transit,Online Portal,2941.3,Resaleable — return to stock
RET002928,ORD0032358,C00878,P0053,2024-06-05,7,39,Damaged in transit,Online Portal,13182.78,Dispose / write-off
RET002929,ORD0032364,C00333,P0059,2024-06-19,21,23,Wrong size / fit,Online Portal,4878.48,Resaleable — return to stock
RET002930,ORD0032368,C01013,P0063,2024-06-19,21,21,Changed mind,In-Store,572.66,Return to vendor
RET002931,ORD0032372,C00810,P0067,2024-06-12,14,14,Gift return,Online Portal,2659.16,Return to vendor
RET002932,ORD0032382,C01100,P0077,2024-06-05,7,7,Wrong size / fit,Carrier Pickup,1059.87,Resaleable — return to stock
RET002933,ORD0032401,C01038,P0096,2024-06-19,21,42,Changed mind,Online Portal,2487.66,Resaleable — return to stock
RET002934,ORD0032426,C00214,P0121,2024-06-28,30,9,Gift return,Online Portal,360.81,Resaleable — return to stock
RET002935,ORD0032445,C00572,P0005,2024-06-20,21,13,Product defective,Online Portal,2739.71,Refurbish / re-grade
RET002936,ORD0032467,C00463,P0028,2024-06-06,7,4,Wrong size / fit,Online Portal,3432.6,Resaleable — return to stock
RET002937,ORD0032483,C00327,P0044,2024-06-29,30,14,Duplicate order,In-Store,1533.0,Refurbish / re-grade
RET002938,ORD0032485,C00027,P0046,2024-06-06,7,10,Product defective,Online Portal,2958.2,Resaleable — return to stock
RET002939,ORD0032498,C00700,P0059,2024-06-06,7,84,Better price found,Online Portal,17817.07,Refurbish / re-grade
RET002940,ORD0032499,C00060,P0060,2024-06-20,21,15,Changed mind,Online Portal,3730.95,Refurbish / re-grade
RET002941,ORD0032515,C00748,P0076,2024-07-14,45,24,Gift return,In-Store,1683.36,Resaleable — return to stock
RET002942,ORD0032526,C00988,P0087,2024-06-13,14,63,Not as described,Online Portal,11779.11,Resaleable — return to stock
RET002943,ORD0032529,C00376,P0090,2024-06-06,7,8,Duplicate order,In-Store,857.2,Refurbish / re-grade
RET002944,ORD0032538,C00422,P0099,2024-06-29,30,9,Changed mind,In-Store,510.57,Refurbish / re-grade
RET002945,ORD0032549,C00363,P0110,2024-06-29,30,9,Changed mind,In-Store,252.48,Dispose / write-off
RET002946,ORD0032573,C00463,P0135,2024-07-14,45,3,Better price found,In-Store,1057.51,Refurbish / re-grade
RET002947,ORD0032580,C00433,P0007,2024-06-14,14,11,Not as described,Online Portal,13261.16,Resaleable — return to stock
RET002948,ORD0032598,C01076,P0025,2024-06-07,7,13,Gift return,Online Portal,15107.69,Resaleable — return to stock
RET002949,ORD0032614,C00653,P0041,2024-07-15,45,15,Wrong size / fit,Online Portal,561.6,Resaleable — return to stock
RET002950,ORD0032618,C00676,P0045,2024-06-14,14,113,Not as described,Online Portal,39052.8,Return to vendor
RET002951,ORD0032622,C01198,P0049,2024-06-30,30,11,Damaged in transit,Online Portal,1883.31,Dispose / write-off
RET002952,ORD0032638,C00161,P0065,2024-06-14,14,16,Wrong size / fit,In-Store,3391.68,Refurbish / re-grade
RET002953,ORD0032639,C01663,P0066,2024-06-14,14,57,Product defective,In-Store,14391.36,Resaleable — return to stock
RET002954,ORD0032647,C00587,P0074,2024-07-15,45,27,Damaged in transit,Online Portal,4818.42,Resaleable — return to stock
RET002955,ORD0032675,C00339,P0102,2024-07-30,60,30,Better price found,In-Store,642.9,Resaleable — return to stock
RET002956,ORD0032698,C00565,P0125,2024-06-30,30,6,Not as described,Online Portal,3238.8,Resaleable — return to stock
RET002957,ORD0032744,C00629,P0036,2024-06-15,14,4,Better price found,Online Portal,1430.0,Resaleable — return to stock
RET002958,ORD0032754,C00858,P0046,2024-06-08,7,55,Product defective,Carrier Pickup,16270.1,Resaleable — return to stock
RET002959,ORD0032771,C00929,P0063,2024-06-15,14,5,Not as described,In-Store,201.4,Resaleable — return to stock
RET002960,ORD0032774,C00866,P0066,2024-07-01,30,8,Product defective,Online Portal,2019.84,Resaleable — return to stock
RET002961,ORD0032778,C00975,P0070,2024-06-08,7,12,Duplicate order,Online Portal,1463.52,Refurbish / re-grade
RET002962,ORD0032785,C01700,P0077,2024-07-01,30,11,Damaged in transit,Carrier Pickup,1665.51,Resaleable — return to stock
RET002963,ORD0032789,C00709,P0081,2024-06-22,21,22,Product defective,Online Portal,2041.82,Resaleable — return to stock
RET002964,ORD0032791,C00396,P0083,2024-07-31,60,76,Product defective,Online Portal,7489.04,Refurbish / re-grade
RET002965,ORD0032793,C00118,P0085,2024-06-15,14,38,Damaged in transit,In-Store,8166.58,Resaleable — return to stock
RET002966,ORD0032797,C01008,P0089,2024-07-16,45,25,Not as described,Carrier Pickup,3603.0,Dispose / write-off
RET002967,ORD0032834,C00932,P0126,2024-07-01,30,2,Changed mind,Online Portal,574.6,Resaleable — return to stock
RET002968,ORD0032838,C00249,P0131,2024-06-22,21,1,Wrong size / fit,Online Portal,551.21,Refurbish / re-grade
RET002969,ORD0032840,C00525,P0133,2024-06-22,21,13,Duplicate order,In-Store,2029.95,Resaleable — return to stock
RET002970,ORD0032843,C00151,P0001,2024-06-16,14,36,Damaged in transit,Online Portal,25741.08,Return to vendor
RET002971,ORD0032861,C00231,P0019,2024-07-02,30,4,Not as described,In-Store,3848.8,Resaleable — return to stock
RET002972,ORD0032862,C00540,P0020,2024-07-17,45,9,Gift return,Carrier Pickup,1241.73,Resaleable — return to stock
RET002973,ORD0032882,C00802,P0040,2024-06-16,14,9,Product defective,In-Store,785.43,Resaleable — return to stock
RET002974,ORD0032890,C00219,P0048,2024-07-02,30,8,Changed mind,Online Portal,1391.2,Resaleable — return to stock
RET002975,ORD0032903,C00018,P0061,2024-07-17,45,104,Duplicate order,Online Portal,13450.32,Refurbish / re-grade
RET002976,ORD0032906,C00964,P0064,2024-06-09,7,35,Changed mind,Online Portal,8350.65,Refurbish / re-grade
RET002977,ORD0032934,C00439,P0092,2024-07-02,30,11,Damaged in transit,Online Portal,415.03,Resaleable — return to stock
RET002978,ORD0032950,C00266,P0108,2024-06-23,21,25,Wrong size / fit,Online Portal,1726.0,Return to vendor
RET002979,ORD0032981,C00289,P0004,2024-06-10,7,6,Not as described,In-Store,4196.58,Dispose / write-off
RET002980,ORD0032988,C01768,P0011,2024-06-17,14,33,Better price found,Online Portal,19719.26,Resaleable — return to stock
RET002981,ORD0032989,C00017,P0013,2024-06-17,14,19,Product defective,In-Store,23357.46,Resaleable — return to stock
RET002982,ORD0032992,C01821,P0016,2024-06-10,7,14,Changed mind,Online Portal,14245.84,Refurbish / re-grade
RET002983,ORD0033010,C00983,P0034,2024-07-03,30,28,Not as described,Online Portal,8278.0,Resaleable — return to stock
RET002984,ORD0033017,C01681,P0041,2024-06-10,7,10,Changed mind,Online Portal,374.4,Resaleable — return to stock
RET002985,ORD0033019,C00082,P0043,2024-06-24,21,21,Not as described,Online Portal,5924.73,Dispose / write-off
RET002986,ORD0033034,C00643,P0058,2024-06-24,21,13,Product defective,Online Portal,400.4,Return to vendor
RET002987,ORD0033043,C01113,P0067,2024-07-03,30,9,Not as described,In-Store,1709.46,Resaleable — return to stock
RET002988,ORD0033048,C01815,P0072,2024-06-17,14,10,Better price found,In-Store,2456.2,Dispose / write-off
RET002989,ORD0033049,C00586,P0073,2024-07-18,45,16,Product defective,Online Portal,2281.76,Refurbish / re-grade
RET002990,ORD0033054,C01755,P0078,2024-06-17,14,22,Not as described,Online Portal,1330.56,Dispose / write-off
RET002991,ORD0033057,C00739,P0081,2024-06-17,14,19,Changed mind,In-Store,1763.39,Resaleable — return to stock
RET002992,ORD0033070,C00104,P0094,2024-06-17,14,27,Better price found,Online Portal,2105.19,Return to vendor
RET002993,ORD0033071,C00941,P0095,2024-06-10,7,8,Not as described,Carrier Pickup,270.72,Resaleable — return to stock
RET002994,ORD0033084,C01814,P0108,2024-06-17,14,102,Not as described,Online Portal,7042.08,Return to vendor
RET002995,ORD0033116,C00197,P0005,2024-06-18,14,9,Wrong size / fit,Online Portal,1896.72,Resaleable — return to stock
RET002996,ORD0033132,C01688,P0022,2024-06-18,14,2,Not as described,Online Portal,2588.2,Refurbish / re-grade
RET002997,ORD0033146,C01168,P0036,2024-07-19,45,4,Wrong size / fit,Online Portal,1430.0,Refurbish / re-grade
RET002998,ORD0033148,C00859,P0038,2024-06-25,21,3,Product defective,Online Portal,906.6,Return to vendor
RET002999,ORD0033151,C00464,P0041,2024-06-11,7,14,Gift return,Online Portal,524.16,Resaleable — return to stock
RET003000,ORD0033173,C00012,P0063,2024-06-18,14,14,Damaged in transit,Online Portal,563.92,Resaleable — return to stock
RET003001,ORD0033174,C00576,P0064,2024-07-19,45,14,Gift return,Online Portal,3340.26,Resaleable — return to stock
RET003002,ORD0033175,C01018,P0065,2024-07-04,30,13,Gift return,In-Store,2755.74,Resaleable — return to stock
RET003003,ORD0033184,C00580,P0074,2024-07-04,30,18,Not as described,In-Store,3212.28,Resaleable — return to stock
RET003004,ORD0033187,C01594,P0077,2024-06-11,7,6,Damaged in transit,In-Store,711.32,Dispose / write-off
RET003005,ORD0033191,C01714,P0081,2024-06-18,14,20,Damaged in transit,In-Store,1856.2,Refurbish / re-grade
RET003006,ORD0033192,C00007,P0082,2024-07-19,45,17,Better price found,In-Store,1517.77,Refurbish / re-grade
RET003007,ORD0033223,C00434,P0113,2024-06-18,14,37,Damaged in transit,Online Portal,1289.82,Resaleable — return to stock
RET003008,ORD0033258,C00119,P0013,2024-07-20,45,6,Changed mind,Online Portal,7376.04,Resaleable — return to stock
RET003009,ORD0033259,C00074,P0014,2024-06-12,7,8,Wrong size / fit,Online Portal,2647.86,Return to vendor
RET003010,ORD0033292,C01367,P0047,2024-06-19,14,39,Wrong size / fit,Online Portal,14188.2,Resaleable — return to stock
RET003011,ORD0033302,C00686,P0057,2024-07-05,30,68,Better price found,Online Portal,6742.2,Dispose / write-off
RET003012,ORD0033305,C00632,P0060,2024-06-26,21,13,Damaged in transit,Online Portal,3233.49,Resaleable — return to stock
RET003013,ORD0033311,C01685,P0066,2024-07-05,30,16,Product defective,Carrier Pickup,4039.68,Return to vendor
RET003014,ORD0033312,C00886,P0067,2024-06-12,7,2,Product defective,Carrier Pickup,379.88,Resaleable — return to stock
RET003015,ORD0033315,C00682,P0070,2024-07-20,45,17,Better price found,In-Store,2073.32,Resaleable — return to stock
RET003016,ORD0033323,C00447,P0078,2024-06-12,7,64,Wrong size / fit,In-Store,3870.72,Dispose / write-off
RET003017,ORD0033327,C01620,P0082,2024-06-19,14,20,Damaged in transit,In-Store,1785.61,Resaleable — return to stock
RET003018,ORD0033331,C01056,P0086,2024-07-20,45,9,Changed mind,In-Store,1646.73,Refurbish / re-grade
RET003019,ORD0033333,C00692,P0088,2024-06-19,14,71,Changed mind,Online Portal,12855.26,Resaleable — return to stock
RET003020,ORD0033357,C00721,P0112,2024-06-19,14,9,Gift return,Online Portal,609.71,Resaleable — return to stock
RET003021,ORD0033421,C00723,P0042,2024-06-20,14,7,Duplicate order,Online Portal,921.06,Resaleable — return to stock
RET003022,ORD0033442,C00403,P0063,2024-06-20,14,42,Better price found,In-Store,1691.76,Return to vendor
RET003023,ORD0033445,C00981,P0066,2024-08-05,60,36,Duplicate order,Online Portal,9089.28,Resaleable — return to stock
RET003024,ORD0033450,C00796,P0071,2024-07-06,30,2,Product defective,Online Portal,421.36,Refurbish / re-grade
RET003025,ORD0033461,C00921,P0082,2024-06-20,14,33,Wrong size / fit,Online Portal,2946.26,Return to vendor
RET003026,ORD0033466,C00351,P0087,2024-07-06,30,17,Product defective,Carrier Pickup,3178.49,Return to vendor
RET003027,ORD0033475,C00516,P0096,2024-06-13,7,13,Damaged in transit,In-Store,769.99,Resaleable — return to stock
RET003028,ORD0033491,C00099,P0112,2024-07-21,45,6,Changed mind,Carrier Pickup,406.48,Dispose / write-off
RET003029,ORD0033507,C01811,P0128,2024-06-20,14,6,Changed mind,In-Store,3860.7,Resaleable — return to stock
RET003030,ORD0033543,C01627,P0029,2024-06-21,14,18,Not as described,Online Portal,2623.86,Return to vendor
RET003031,ORD0033551,C01362,P0037,2024-07-07,30,28,Product defective,Online Portal,10063.76,Return to vendor
RET003032,ORD0033569,C00803,P0055,2024-07-07,30,8,Damaged in transit,In-Store,1662.08,Resaleable — return to stock
RET003033,ORD0033601,C01048,P0087,2024-06-28,21,86,Wrong size / fit,Online Portal,16079.42,Dispose / write-off
RET003034,ORD0033604,C01151,P0090,2024-06-21,14,24,Changed mind,Online Portal,2571.6,Refurbish / re-grade
RET003035,ORD0033623,C00359,P0109,2024-07-07,30,123,Product defective,Online Portal,7073.29,Resaleable — return to stock
RET003036,ORD0033626,C01065,P0112,2024-07-07,30,10,Better price found,Online Portal,677.46,Resaleable — return to stock
RET003037,ORD0033645,C00488,P0132,2024-06-21,14,31,Wrong size / fit,Online Portal,10881.93,Resaleable — return to stock
RET003038,ORD0033646,C00649,P0133,2024-06-21,14,12,Better price found,In-Store,1873.8,Dispose / write-off
RET003039,ORD0033658,C00867,P0010,2024-06-29,21,22,Product defective,Carrier Pickup,20980.96,Refurbish / re-grade
RET003040,ORD0033678,C00522,P0031,2024-06-22,14,29,Product defective,Online Portal,7622.07,Resaleable — return to stock
RET003041,ORD0033685,C00208,P0038,2024-06-15,7,9,Gift return,In-Store,2719.8,Refurbish / re-grade
RET003042,ORD0033698,C00966,P0051,2024-06-22,14,10,Gift return,In-Store,2941.3,Refurbish / re-grade
RET003043,ORD0033700,C01104,P0053,2024-06-15,7,13,Damaged in transit,Online Portal,4394.26,Refurbish / re-grade
RET003044,ORD0033714,C01627,P0067,2024-06-15,7,6,Better price found,Online Portal,1139.64,Return to vendor
RET003045,ORD0033724,C01088,P0077,2024-06-15,7,11,Damaged in transit,In-Store,1665.51,Dispose / write-off
RET003046,ORD0033732,C00764,P0085,2024-06-22,14,32,Product defective,Online Portal,6877.12,Resaleable — return to stock
RET003047,ORD0033734,C01768,P0087,2024-06-29,21,56,Damaged in transit,Online Portal,10470.32,Refurbish / re-grade
RET003048,ORD0033763,C00762,P0116,2024-06-22,14,30,Duplicate order,In-Store,17848.5,Resaleable — return to stock
RET003049,ORD0033783,C01814,P0001,2024-06-16,7,7,Changed mind,Online Portal,5005.21,Resaleable — return to stock
RET003050,ORD0033824,C00339,P0044,2024-07-09,30,9,Better price found,Online Portal,985.5,Refurbish / re-grade
RET003051,ORD0033843,C00164,P0063,2024-06-23,14,5,Product defective,Online Portal,201.4,Refurbish / re-grade
RET003052,ORD0033858,C01163,P0078,2024-06-30,21,33,Gift return,Carrier Pickup,1995.84,Resaleable — return to stock
RET003053,ORD0033860,C00448,P0080,2024-06-30,21,13,Product defective,Online Portal,2555.67,Resaleable — return to stock
RET003054,ORD0033861,C00239,P0081,2024-06-16,7,35,Not as described,Carrier Pickup,3248.35,Resaleable — return to stock
RET003055,ORD0033862,C00932,P0082,2024-06-23,14,50,Not as described,Online Portal,4464.03,Resaleable — return to stock
RET003056,ORD0033877,C01433,P0097,2024-06-16,7,12,Product defective,Online Portal,570.0,Resaleable — return to stock
RET003057,ORD0033896,C00069,P0116,2024-06-30,21,9,Damaged in transit,Carrier Pickup,5354.55,Resaleable — return to stock
RET003058,ORD0033927,C00619,P0012,2024-07-01,21,1,Not as described,In-Store,1275.93,Resaleable — return to stock
RET003059,ORD0033930,C00928,P0015,2024-07-10,30,1,Not as described,Online Portal,1260.21,Refurbish / re-grade
RET003060,ORD0033935,C00002,P0020,2024-07-10,30,2,Not as described,Online Portal,275.94,Dispose / write-off
RET003061,ORD0033980,C00757,P0065,2024-06-24,14,32,Duplicate order,Online Portal,6783.36,Dispose / write-off
RET003062,ORD0033984,C00934,P0069,2024-06-24,14,1,Damaged in transit,Online Portal,130.11,Refurbish / re-grade
RET003063,ORD0033987,C00980,P0072,2024-06-24,14,30,Duplicate order,In-Store,7368.6,Resaleable — return to stock
RET003064,ORD0034011,C01809,P0096,2024-07-01,21,44,Wrong size / fit,Online Portal,2183.93,Resaleable — return to stock
RET003065,ORD0034041,C00039,P0126,2024-06-17,7,1,Wrong size / fit,Carrier Pickup,287.3,Resaleable — return to stock
RET003066,ORD0034045,C00666,P0130,2024-06-24,14,18,Wrong size / fit,Online Portal,12423.06,Resaleable — return to stock
RET003067,ORD0034047,C01466,P0132,2024-07-01,21,23,Product defective,Online Portal,8073.69,Resaleable — return to stock
RET003068,ORD0034069,C01453,P0019,2024-07-02,21,6,Damaged in transit,In-Store,5773.2,Resaleable — return to stock
RET003069,ORD0034099,C01749,P0051,2024-07-02,21,3,Damaged in transit,In-Store,882.39,Return to vendor
RET003070,ORD0034103,C00940,P0055,2024-07-26,45,6,Damaged in transit,Carrier Pickup,1246.56,Resaleable — return to stock
RET003071,ORD0034104,C00352,P0056,2024-06-25,14,16,Damaged in transit,Online Portal,4707.68,Resaleable — return to stock
RET003072,ORD0034109,C00319,P0061,2024-07-02,21,52,Damaged in transit,In-Store,5393.58,Dispose / write-off
RET003073,ORD0034115,C01198,P0067,2024-07-26,45,11,Wrong size / fit,Online Portal,1786.39,Return to vendor
RET003074,ORD0034116,C00302,P0068,2024-07-02,21,22,Duplicate order,In-Store,4441.58,Resaleable — return to stock
RET003075,ORD0034125,C01809,P0077,2024-07-02,21,19,Better price found,In-Store,2876.79,Resaleable — return to stock
RET003076,ORD0034182,C00852,P0134,2024-07-11,30,1,Better price found,Online Portal,659.5,Resaleable — return to stock
RET003077,ORD0034187,C01157,P0005,2024-08-11,60,5,Product defective,Online Portal,1248.5,Return to vendor
RET003078,ORD0034201,C00330,P0019,2024-06-19,7,18,Changed mind,Online Portal,17319.6,Refurbish / re-grade
RET003079,ORD0034211,C01734,P0029,2024-07-27,45,60,Product defective,In-Store,8746.2,Resaleable — return to stock
RET003080,ORD0034213,C01616,P0031,2024-07-03,21,78,Gift return,Online Portal,20500.74,Return to vendor
RET003081,ORD0034227,C00243,P0046,2024-06-26,14,8,Better price found,Online Portal,2366.56,Resaleable — return to stock
RET003082,ORD0034236,C00047,P0055,2024-07-03,21,30,Damaged in transit,Online Portal,6232.8,Resaleable — return to stock
RET003083,ORD0034239,C00099,P0058,2024-06-26,14,7,Better price found,In-Store,215.6,Dispose / write-off
RET003084,ORD0034248,C00559,P0067,2024-06-26,14,16,Wrong size / fit,Online Portal,2598.38,Resaleable — return to stock
RET003085,ORD0034256,C01644,P0075,2024-06-19,7,1,Changed mind,Online Portal,150.34,Dispose / write-off
RET003086,ORD0034266,C01524,P0085,2024-07-12,30,47,Damaged in transit,In-Store,10100.77,Resaleable — return to stock
RET003087,ORD0034267,C00601,P0086,2024-06-19,7,5,Damaged in transit,In-Store,914.85,Resaleable — return to stock
RET003088,ORD0034269,C00602,P0088,2024-07-03,21,29,Changed mind,In-Store,5250.74,Resaleable — return to stock
RET003089,ORD0034298,C00480,P0117,2024-07-27,45,17,Changed mind,Carrier Pickup,7560.07,Return to vendor
RET003090,ORD0034301,C00391,P0120,2024-06-19,7,9,Damaged in transit,Online Portal,1171.71,Refurbish / re-grade
RET003091,ORD0034302,C01763,P0121,2024-08-11,60,6,Not as described,Online Portal,240.54,Return to vendor
RET003092,ORD0034314,C00452,P0133,2024-07-12,30,8,Gift return,Online Portal,1249.2,Resaleable — return to stock
RET003093,ORD0034330,C00469,P0014,2024-07-13,30,21,Wrong size / fit,In-Store,7989.24,Resaleable — return to stock
RET003094,ORD0034352,C00006,P0036,2024-06-20,7,5,Wrong size / fit,Online Portal,1787.5,Refurbish / re-grade
RET003095,ORD0034355,C00616,P0039,2024-07-13,30,11,Duplicate order,Online Portal,163.24,Refurbish / re-grade
RET003096,ORD0034373,C00493,P0057,2024-06-27,14,12,Damaged in transit,Online Portal,1189.8,Resaleable — return to stock
RET003097,ORD0034388,C01195,P0072,2024-06-20,7,20,Changed mind,Online Portal,4912.4,Resaleable — return to stock
RET003098,ORD0034395,C00505,P0079,2024-06-27,14,34,Product defective,Online Portal,1572.16,Resaleable — return to stock
RET003099,ORD0034397,C00071,P0081,2024-07-28,45,22,Wrong size / fit,Online Portal,2041.82,Refurbish / re-grade
RET003100,ORD0034400,C00417,P0084,2024-07-04,21,2,Not as described,In-Store,406.12,Resaleable — return to stock
RET003101,ORD0034423,C00121,P0107,2024-06-20,7,4,Wrong size / fit,Online Portal,220.2,Resaleable — return to stock
RET003102,ORD0034434,C00240,P0118,2024-07-28,45,1,Better price found,Online Portal,279.28,Refurbish / re-grade
RET003103,ORD0034450,C00375,P0134,2024-07-13,30,2,Not as described,In-Store,1319.0,Resaleable — return to stock
RET003104,ORD0034461,C01708,P0010,2024-06-28,14,8,Changed mind,Online Portal,6683.39,Resaleable — return to stock
RET003105,ORD0034503,C01716,P0052,2024-07-29,45,38,Gift return,In-Store,5034.84,Refurbish / re-grade
RET003106,ORD0034505,C01691,P0054,2024-07-05,21,5,Damaged in transit,Online Portal,1623.15,Resaleable — return to stock
RET003107,ORD0034508,C00501,P0057,2024-07-29,45,24,Changed mind,In-Store,2379.6,Dispose / write-off
RET003108,ORD0034512,C01378,P0061,2024-07-05,21,74,Changed mind,In-Store,9570.42,Refurbish / re-grade
RET003109,ORD0034514,C01742,P0063,2024-08-13,60,9,Product defective,In-Store,362.52,Refurbish / re-grade
RET003110,ORD0034534,C00168,P0083,2024-07-05,21,22,Wrong size / fit,Online Portal,2167.88,Resaleable — return to stock
RET003111,ORD0034540,C01195,P0089,2024-07-14,30,11,Better price found,In-Store,1585.32,Dispose / write-off
RET003112,ORD0034547,C01824,P0096,2024-06-28,14,72,Not as described,Carrier Pickup,4264.56,Return to vendor
RET003113,ORD0034554,C01149,P0103,2024-06-28,14,25,Better price found,Online Portal,1394.5,Resaleable — return to stock
RET003114,ORD0034566,C00626,P0115,2024-07-29,45,28,Product defective,Online Portal,2766.68,Resaleable — return to stock
RET003115,ORD0034582,C01539,P0131,2024-07-14,30,9,Product defective,In-Store,4960.89,Resaleable — return to stock
RET003116,ORD0034615,C00768,P0029,2024-07-06,21,35,Better price found,Online Portal,4239.72,Resaleable — return to stock
RET003117,ORD0034632,C00337,P0046,2024-07-15,30,13,Changed mind,Carrier Pickup,3845.66,Return to vendor
RET003118,ORD0034668,C00738,P0083,2024-08-14,60,141,Changed mind,Online Portal,13894.14,Resaleable — return to stock
RET003119,ORD0034673,C01660,P0088,2024-07-15,30,40,Gift return,Online Portal,7242.4,Return to vendor
RET003120,ORD0034684,C01062,P0099,2024-06-29,14,13,Not as described,In-Store,737.49,Resaleable — return to stock
RET003121,ORD0034705,C01767,P0120,2024-07-06,21,7,Product defective,In-Store,911.33,Resaleable — return to stock
RET003122,ORD0034717,C01804,P0133,2024-06-29,14,2,Wrong size / fit,Online Portal,312.3,Resaleable — return to stock
RET003123,ORD0034721,C01722,P0002,2024-07-16,30,1,Gift return,In-Store,1167.15,Dispose / write-off
RET003124,ORD0034736,C00206,P0017,2024-06-30,14,37,Wrong size / fit,Online Portal,16100.55,Resaleable — return to stock
RET003125,ORD0034737,C00812,P0018,2024-06-30,14,1,Changed mind,In-Store,312.36,Refurbish / re-grade
RET003126,ORD0034738,C00601,P0020,2024-06-30,14,8,Not as described,Online Portal,1103.76,Resaleable — return to stock
